Running on Cartesius 

[1;31mtime	Thu Jan 15 03:23:06 CET 2015[0;39m
poly5_7.mtx-P8	8	40641	283201	0.000171	645	0.740181	0.198578	0.540592	0.001011	0.390299	0.140748	0.009546
poly5_7.mtx-P16	16	40641	283201	0.000171	645	0.668504	0.198091	0.469277	0.001136	0.273505	0.190430	0.005342
poly5_7.mtx-P32	32	40641	283201	0.000171	645	2.108214	0.353825	1.752311	0.002078	0.633739	1.115625	0.002947
poly5_7.mtx-P64	64	40641	283201	0.000171	645	4.728029	0.925056	3.800961	0.002012	2.033017	1.766317	0.001627
poly5_8.mtx-P1	1	163201	1139841	0.000043	1350	26.343760	1.035410	25.303230	0.005120	23.949302	0.555946	0.797982
poly5_8.mtx-P2	2	163201	1139841	0.000043	1350	13.486944	0.928593	12.554007	0.004344	11.578474	0.626465	0.349068
poly5_8.mtx-P4	4	163201	1139841	0.000043	1350	7.810337	0.839628	6.966687	0.004022	6.391465	0.396941	0.178280
poly5_8.mtx-P8	8	163201	1139841	0.000043	1350	4.122306	0.801833	3.316530	0.003943	2.812939	0.418435	0.085155
poly5_8.mtx-P16	16	163201	1139841	0.000043	1350	3.010151	0.786984	2.218519	0.004648	1.608847	0.565535	0.044137
poly5_8.mtx-P32	32	163201	1139841	0.000043	1350	5.145421	0.906350	4.233553	0.005518	1.833189	2.378940	0.021424
poly5_8.mtx-P64	64	163201	1139841	0.000043	1350	9.781153	1.503905	8.270737	0.006511	4.540171	3.718635	0.011931
poly5_9.mtx-P1	1	654081	4573441	0.000011	2787	228.591251	4.394282	224.173517	0.023452	212.397252	4.677034	7.099231
poly5_9.mtx-P2	2	654081	4573441	0.000011	2787	117.525764	3.837748	113.670290	0.017726	107.281353	2.857857	3.531080
poly5_9.mtx-P4	4	654081	4573441	0.000011	2787	62.319710	3.482588	58.819916	0.017206	55.391793	1.590703	1.837420
poly5_9.mtx-P8	8	654081	4573441	0.000011	2787	33.354828	3.275503	30.063637	0.015688	27.890062	1.213375	0.960200
poly5_9.mtx-P16	16	654081	4573441	0.000011	2787	20.600805	3.175900	17.407453	0.017452	15.507025	1.262549	0.637880
poly5_9.mtx-P32	32	654081	4573441	0.000011	2787	18.993781	3.271406	15.702252	0.020123	9.980989	5.419791	0.301472
poly5_9.mtx-P64	64	654081	4573441	0.000011	2787	23.686134	3.854559	19.813253	0.018322	11.660634	8.045976	0.106643
srun: Job step aborted: Waiting up to 2 seconds for job step to finish.
slurmd[tcn145]: *** JOB 1124240 CANCELLED AT 2015-01-15T05:23:25 DUE TO TIME LIMIT ***
slurmd[tcn145]: *** STEP 1124240.61 CANCELLED AT 2015-01-15T05:23:25 DUE TO TIME LIMIT ***
