Running on Cartesius 

[1;31mtime	Thu Jan 15 03:23:06 CET 2015[0;39m
lshaped_7.m-P8	8	33153	32385	804	0.581680	0.085642	0.494679	0.001359	0.291942	0.191962	0.010775
lshaped_7.m-P16	16	33153	32385	804	0.568215	0.083921	0.482664	0.001630	0.224811	0.251847	0.006006
lshaped_7.m-P32	32	33153	32385	804	2.030137	0.229662	1.798118	0.002357	0.429519	1.365216	0.003382
lshaped_7.m-P64	64	33153	32385	804	3.123388	0.704304	2.415901	0.003183	0.537372	1.876735	0.001795
lshaped_8.m-P1	1	131841	130305	1630	11.619322	0.577607	11.036304	0.005411	8.782877	1.566194	0.687233
lshaped_8.m-P2	2	131841	130305	1630	6.711729	0.418038	6.287698	0.005993	4.950502	0.968369	0.368827
lshaped_8.m-P4	4	131841	130305	1630	3.975539	0.359154	3.611346	0.005039	2.803735	0.629432	0.178179
lshaped_8.m-P8	8	131841	130305	1630	2.640060	0.334991	2.300427	0.004642	1.646237	0.572522	0.081668
lshaped_8.m-P16	16	131841	130305	1630	2.066535	0.321800	1.739503	0.005232	1.059061	0.642125	0.038317
lshaped_8.m-P32	32	131841	130305	1630	4.581384	0.445017	4.130102	0.006265	1.236777	2.872021	0.021303
lshaped_8.m-P64	64	131841	130305	1630	6.181166	0.952875	5.220379	0.007912	1.284961	3.924312	0.011106
lshaped_9.m-P1	1	525825	522753	3311	93.506931	2.410318	91.073515	0.023098	71.897757	12.445664	6.730094
lshaped_9.m-P2	2	525825	522753	3311	51.812023	1.859561	49.927020	0.025442	39.725001	7.045382	3.156637
lshaped_9.m-P4	4	525825	522753	3311	28.183620	1.583475	26.578114	0.022031	21.100053	3.917196	1.560865
lshaped_9.m-P8	8	525825	522753	3311	16.431940	1.400585	15.012598	0.018757	11.588622	2.664292	0.759684
lshaped_9.m-P16	16	525825	522753	3311	10.652258	1.321031	9.312450	0.018777	6.767459	2.234306	0.310685
lshaped_9.m-P32	32	525825	522753	3311	13.171495	1.428005	11.723191	0.020299	4.952543	6.600129	0.170518
lshaped_9.m-P64	64	525825	522753	3311	14.589994	1.892259	12.676496	0.021239	3.948590	8.645409	0.082497
