Running on Cartesius 

[1;31mtime	Thu Jan  8 13:44:52 CET 2015[0;39m
mat_name\tp\tn\tk\ttime_init\ttime_mv\ttime_ip\ttime_done\ttime_total
randmat_64_0_01.mtx-P1	1	64	100	0.024414	15	0.001634	0.000817	0.000030	0.002481	0.000009	0.000351	0.000457
randmat_64_0_01.mtx-P2	2	64	100	0.024414	16	0.002063	0.002799	0.000034	0.004896	0.000019	0.000973	0.001807
randmat_64_0_01.mtx-P4	4	64	100	0.024414	15	0.002320	0.003522	0.000045	0.005887	0.000007	0.001220	0.002295
randmat_64_0_01.mtx-P8	8	64	100	0.024414	15	0.003517	0.004781	0.000064	0.008362	0.000007	0.001762	0.003012
randmat_64_0_02.mtx-P1	1	64	134	0.032715	23	0.001534	0.001393	0.000068	0.002995	0.000012	0.000602	0.000779
randmat_64_0_02.mtx-P2	2	64	134	0.032715	22	0.001792	0.003819	0.000028	0.005639	0.000013	0.001336	0.002470
randmat_64_0_02.mtx-P4	4	64	134	0.032715	22	0.002323	0.005022	0.000041	0.007386	0.000010	0.001861	0.003151
randmat_64_0_03.mtx-P1	1	64	178	0.043457	15	0.001704	0.000780	0.000010	0.002494	0.000045	0.000310	0.000425
randmat_64_0_03.mtx-P2	2	64	178	0.043457	15	0.001973	0.002651	0.000032	0.004656	0.000009	0.001022	0.001620
randmat_64_0_03.mtx-P4	4	64	178	0.043457	15	0.002456	0.003527	0.000040	0.006023	0.000010	0.001343	0.002174
randmat_64_0_04.mtx-P1	1	64	218	0.053223	19	0.001697	0.001159	0.000015	0.002871	0.000019	0.000492	0.000648
randmat_64_0_04.mtx-P2	2	64	218	0.053223	19	0.001957	0.003301	0.000032	0.005290	0.000012	0.001285	0.002004
randmat_64_0_04.mtx-P4	4	64	218	0.053223	19	0.002321	0.004228	0.000058	0.006607	0.000009	0.001621	0.002598
randmat_64_0_05.mtx-P1	1	64	258	0.062988	16	0.001683	0.000898	0.000009	0.002590	0.000010	0.000417	0.000472
randmat_64_0_05.mtx-P2	2	64	258	0.062988	16	0.002095	0.002763	0.000031	0.004889	0.000008	0.000967	0.001788
randmat_64_0_05.mtx-P4	4	64	258	0.062988	16	0.002584	0.003515	0.000041	0.006140	0.000012	0.001416	0.002086
randmat_64_0_05.mtx-P8	8	64	258	0.062988	16	0.003719	0.005061	0.000063	0.008843	0.000014	0.001920	0.003127
randmat_64_0_1.mtx-P1	1	64	466	0.113770	14	0.001763	0.000864	0.000019	0.002646	0.000061	0.000411	0.000393
randmat_64_0_1.mtx-P2	2	64	466	0.113770	14	0.002377	0.002478	0.000029	0.004884	0.000012	0.000796	0.001670
randmat_64_0_1.mtx-P4	4	64	466	0.113770	14	0.002578	0.003286	0.000046	0.005910	0.000010	0.001190	0.002086
randmat_64_0_1.mtx-P8	8	64	466	0.113770	14	0.003778	0.004382	0.000106	0.008266	0.000011	0.001576	0.002795
randmat_64_0_1.mtx-P16	16	64	466	0.113770	14	0.004983	0.006464	0.000092	0.011539	0.000007	0.002331	0.004126
randmat_64_0_2.mtx-P1	1	64	874	0.213379	13	0.002261	0.000687	0.000010	0.002958	0.000023	0.000311	0.000353
randmat_64_0_2.mtx-P2	2	64	874	0.213379	13	0.002724	0.002258	0.000038	0.005020	0.000028	0.000868	0.001362
randmat_64_0_2.mtx-P4	4	64	874	0.213379	13	0.003119	0.002969	0.000041	0.006129	0.000006	0.001178	0.001785
randmat_64_0_2.mtx-P8	8	64	874	0.213379	13	0.004195	0.004125	0.000082	0.008402	0.000004	0.001506	0.002614
randmat_128_0_01.mtx-P1	1	128	282	0.017212	19	0.001804	0.001465	0.000012	0.003281	0.000019	0.000754	0.000692
randmat_128_0_01.mtx-P2	2	128	282	0.017212	19	0.001948	0.003312	0.000030	0.005290	0.000015	0.001198	0.002099
randmat_128_0_01.mtx-P4	4	128	282	0.017212	19	0.002511	0.004126	0.000059	0.006696	0.000016	0.001417	0.002693
randmat_128_0_01.mtx-P8	8	128	282	0.017212	19	0.003871	0.006008	0.000066	0.009945	0.000015	0.002141	0.003852
randmat_128_0_02.mtx-P1	1	128	438	0.026733	16	0.001810	0.001398	0.000015	0.003223	0.000019	0.000716	0.000663
randmat_128_0_02.mtx-P2	2	128	438	0.026733	16	0.002475	0.002755	0.000034	0.005264	0.000014	0.001172	0.001569
randmat_128_0_02.mtx-P4	4	128	438	0.026733	17	0.002608	0.004007	0.000047	0.006662	0.000009	0.001595	0.002403
randmat_128_0_03.mtx-P1	1	128	632	0.038574	14	0.002099	0.001168	0.000013	0.003280	0.000014	0.000554	0.000600
randmat_128_0_03.mtx-P2	2	128	632	0.038574	14	0.002446	0.002544	0.000051	0.005041	0.000073	0.001050	0.001421
randmat_128_0_03.mtx-P4	4	128	632	0.038574	14	0.002953	0.003160	0.000043	0.006156	0.000009	0.001234	0.001917
