Running on Cartesius 

[1;31mtime	Thu Jan  8 12:19:22 CET 2015[0;39m
mat_name\tp\tn\tk\ttime_init\ttime_mv\ttime_ip\ttime_done\ttime_total
randmat_256_0_04.mtx-P32	32	256	12	0.066594	0.012826	0.019915	0.099341	0.099958
randmat_256_0_04.mtx-P64	64	256	12	0.108057	0.016472	0.027071	0.151614	0.152354
randmat_256_0_05.mtx-P1	1	256	12	0.004407	0.000552	0.000291	0.005266	0.005280
randmat_256_0_05.mtx-P2	2	256	12	0.004733	0.000868	0.000918	0.006527	0.006569
randmat_256_0_05.mtx-P4	4	256	12	0.004803	0.000957	0.001603	0.007369	0.007411
randmat_256_0_05.mtx-P8	8	256	12	0.005583	0.001415	0.002444	0.009451	0.009588
randmat_256_0_05.mtx-P16	16	256	12	0.007405	0.002017	0.003344	0.012770	0.012867
randmat_256_0_05.mtx-P32	32	256	12	0.066218	0.012980	0.019859	0.099065	0.099647
randmat_256_0_1.mtx-P1	1	256	11	0.006560	0.000599	0.000278	0.007453	0.007468
randmat_256_0_1.mtx-P2	2	256	11	0.006960	0.001034	0.000891	0.008902	0.008934
randmat_256_0_1.mtx-P4	4	256	11	0.006672	0.000989	0.001336	0.009006	0.009057
randmat_256_0_1.mtx-P8	8	256	11	0.007573	0.001305	0.002138	0.011026	0.011093
randmat_256_0_1.mtx-P16	16	256	11	0.009208	0.001833	0.002964	0.014014	0.014111
randmat_256_0_1.mtx-P32	32	256	11	0.175744	0.012185	0.018232	0.206170	0.206791
randmat_256_0_1.mtx-P64	64	256	11	0.112162	0.015381	0.024755	0.152305	0.153038
randmat_256_0_2.mtx-P1	1	256	10	0.010990	0.000548	0.000204	0.011752	0.011767
randmat_256_0_2.mtx-P2	2	256	10	0.011002	0.000835	0.000688	0.012538	0.012569
randmat_256_0_2.mtx-P4	4	256	10	0.011073	0.000835	0.001082	0.012997	0.013038
randmat_256_0_2.mtx-P8	8	256	10	0.011217	0.001161	0.001803	0.014188	0.014251
randmat_256_0_2.mtx-P16	16	256	10	0.012640	0.001688	0.002726	0.017059	0.017155
randmat_256_0_2.mtx-P32	32	256	10	0.177978	0.009733	0.016680	0.204398	0.204985
randmat_256_0_2.mtx-P64	64	256	10	0.766728	0.014096	0.022506	0.803335	0.804068
randmat_512_0_01.mtx-P1	1	512	14	0.004435	0.000926	0.000303	0.005697	0.005719
randmat_512_0_01.mtx-P2	2	512	14	0.004606	0.001153	0.001057	0.006843	0.006879
randmat_512_0_01.mtx-P4	4	512	14	0.004710	0.001451	0.001764	0.007935	0.007985
randmat_512_0_01.mtx-P8	8	512	14	0.005248	0.001679	0.002903	0.009841	0.009909
randmat_512_0_01.mtx-P16	16	512	14	0.007103	0.002371	0.003830	0.013314	0.013413
randmat_512_0_01.mtx-P32	32	512	14	0.066340	0.010947	0.025259	0.102551	0.102991
randmat_512_0_01.mtx-P64	64	512	14	0.109125	0.017018	0.032120	0.158273	0.159097
randmat_512_0_02.mtx-P1	1	512	13	0.006035	0.000965	0.000324	0.007357	0.007382
randmat_512_0_02.mtx-P2	2	512	13	0.006342	0.001271	0.001102	0.008740	0.008835
randmat_512_0_02.mtx-P4	4	512	13	0.006280	0.001294	0.001632	0.009218	0.009264
randmat_512_0_02.mtx-P8	8	512	13	0.006924	0.001803	0.002537	0.011271	0.011340
randmat_512_0_02.mtx-P16	16	512	13	0.008790	0.002263	0.003545	0.014606	0.014706
randmat_512_0_02.mtx-P32	32	512	13	0.169717	0.010545	0.021653	0.201925	0.202369
randmat_512_0_02.mtx-P64	64	512	13	0.111844	0.018227	0.029274	0.159354	0.160152
randmat_512_0_03.mtx-P1	1	512	12	0.007834	0.000902	0.000294	0.009058	0.009080
randmat_512_0_03.mtx-P2	2	512	12	0.008215	0.001287	0.000878	0.010393	0.010429
randmat_512_0_03.mtx-P4	4	512	12	0.008256	0.001318	0.001359	0.010946	0.010998
randmat_512_0_03.mtx-P8	8	512	12	0.008575	0.001619	0.002291	0.012492	0.012561
randmat_512_0_03.mtx-P16	16	512	12	0.010095	0.002259	0.003320	0.015683	0.015783
randmat_512_0_03.mtx-P32	32	512	12	0.167070	0.010091	0.019964	0.197134	0.197573
randmat_512_0_03.mtx-P64	64	512	12	0.114766	0.017049	0.027198	0.159022	0.159812
randmat_512_0_04.mtx-P1	1	512	11	0.009652	0.000833	0.000221	0.010726	0.010748
randmat_512_0_04.mtx-P2	2	512	11	0.009897	0.001186	0.000789	0.011886	0.011923
randmat_512_0_04.mtx-P4	4	512	11	0.010165	0.001145	0.001181	0.012500	0.012546
randmat_512_0_04.mtx-P8	8	512	11	0.010123	0.001423	0.002009	0.013562	0.013631
randmat_512_0_04.mtx-P16	16	512	11	0.011506	0.001948	0.003055	0.016515	0.016615
randmat_512_0_04.mtx-P32	32	512	11	0.178491	0.007984	0.018263	0.204745	0.205198
randmat_512_0_04.mtx-P64	64	512	11	0.801717	0.014058	0.025065	0.840847	0.841682
randmat_512_0_05.mtx-P1	1	512	11	0.011101	0.000900	0.000222	0.012244	0.012268
randmat_512_0_05.mtx-P2	2	512	11	0.011306	0.001289	0.000829	0.013445	0.013486
randmat_512_0_05.mtx-P4	4	512	11	0.011382	0.001205	0.001206	0.013803	0.013851
randmat_512_0_05.mtx-P8	8	512	11	0.011495	0.001373	0.002001	0.014872	0.014941
randmat_512_0_05.mtx-P16	16	512	11	0.012920	0.001966	0.003120	0.018013	0.018111
randmat_512_0_05.mtx-P32	32	512	11	0.188204	0.007958	0.018329	0.214500	0.214936
randmat_512_0_05.mtx-P64	64	512	11	0.778262	0.013978	0.025164	0.817414	0.818200
randmat_512_0_1.mtx-P1	1	512	10	0.019836	0.001006	0.000209	0.021072	0.021094
randmat_512_0_1.mtx-P2	2	512	10	0.019341	0.001307	0.000728	0.021394	0.021434
randmat_512_0_1.mtx-P4	4	512	10	0.019206	0.001088	0.001130	0.021430	0.021477
randmat_512_0_1.mtx-P8	8	512	10	0.019488	0.001241	0.001899	0.022634	0.022701
randmat_512_0_1.mtx-P16	16	512	10	0.020331	0.001901	0.002790	0.025025	0.025124
randmat_512_0_1.mtx-P32	32	512	10	0.185740	0.007223	0.016688	0.209659	0.210102
