Running on Cartesius 

[1;31mtime	Thu Jan  8 12:47:19 CET 2015[0;39m
mat_name\tp\tn\tk\ttime_init\ttime_mv\ttime_ip\ttime_done\ttime_total
randmat_128_0_2.mtx-P2	2	3	128	12	0.004765	0.000834	0.000970	0.006582	0.006611
randmat_128_0_2.mtx-P4	4	3	128	12	0.004860	0.000923	0.001580	0.007370	0.007456
randmat_128_0_2.mtx-P8	8	3	128	12	0.005527	0.001694	0.002218	0.009447	0.009510
randmat_128_0_2.mtx-P16	16	3	128	12	0.007470	0.001988	0.003316	0.012786	0.012880
randmat_128_0_2.mtx-P32	32	3	128	12	0.067139	0.012739	0.020307	0.100191	0.100732
randmat_256_0_01.mtx-P1	1	3	256	15	0.002316	0.000869	0.000465	0.003673	0.003689
randmat_256_0_01.mtx-P2	2	3	256	16	0.002832	0.001001	0.001560	0.005412	0.005443
randmat_256_0_01.mtx-P4	4	3	256	15	0.003229	0.001116	0.002110	0.006469	0.006513
randmat_256_0_01.mtx-P8	8	3	256	15	0.004117	0.001748	0.002924	0.008798	0.008949
randmat_256_0_01.mtx-P16	16	3	256	15	0.005383	0.002479	0.004335	0.012205	0.012302
randmat_256_0_01.mtx-P32	32	3	256	15	0.062407	0.015314	0.024655	0.102390	0.103006
randmat_256_0_02.mtx-P1	1	3	256	15	0.003129	0.000702	0.000355	0.004213	0.004228
randmat_256_0_02.mtx-P2	2	3	256	15	0.003510	0.000895	0.001217	0.005641	0.005676
randmat_256_0_02.mtx-P4	4	3	256	15	0.003788	0.001306	0.001843	0.006945	0.007000
randmat_256_0_02.mtx-P8	8	3	256	15	0.004649	0.001779	0.002979	0.009416	0.009499
randmat_256_0_02.mtx-P16	16	3	256	15	0.006242	0.002487	0.004188	0.012926	0.013022
randmat_256_0_02.mtx-P32	32	3	256	15	0.064757	0.013840	0.026103	0.104709	0.105324
randmat_256_0_02.mtx-P64	64	3	256	15	0.105761	0.020116	0.033627	0.159514	0.160247
randmat_256_0_03.mtx-P1	1	3	256	13	0.003690	0.000546	0.000293	0.004545	0.004564
randmat_256_0_03.mtx-P2	2	3	256	13	0.004079	0.000890	0.001059	0.006042	0.006075
randmat_256_0_03.mtx-P4	4	3	256	13	0.004077	0.001093	0.001587	0.006766	0.006831
randmat_256_0_03.mtx-P8	8	3	256	13	0.004974	0.001478	0.002740	0.009196	0.009351
randmat_256_0_03.mtx-P16	16	3	256	13	0.006870	0.002180	0.003597	0.012653	0.012749
randmat_256_0_03.mtx-P32	32	3	256	13	0.062354	0.013690	0.022477	0.098529	0.099117
randmat_256_0_04.mtx-P1	1	3	256	12	0.004227	0.000521	0.000264	0.005020	0.005035
randmat_256_0_04.mtx-P2	2	3	256	12	0.004387	0.000861	0.000932	0.006202	0.006255
randmat_256_0_04.mtx-P4	4	3	256	12	0.004598	0.001028	0.001550	0.007183	0.007226
randmat_256_0_04.mtx-P8	8	3	256	12	0.005374	0.001386	0.002569	0.009336	0.009424
randmat_256_0_04.mtx-P16	16	3	256	12	0.007041	0.001971	0.003412	0.012427	0.012539
randmat_256_0_04.mtx-P32	32	3	256	12	0.067349	0.012855	0.019987	0.100203	0.100814
randmat_256_0_04.mtx-P64	64	3	256	12	0.108003	0.016470	0.027144	0.151624	0.152362
randmat_256_0_05.mtx-P1	1	3	256	12	0.004486	0.000566	0.000282	0.005353	0.005368
randmat_256_0_05.mtx-P2	2	3	256	12	0.004870	0.000975	0.000940	0.006799	0.006836
randmat_256_0_05.mtx-P4	4	3	256	12	0.005067	0.001000	0.001572	0.007650	0.007691
randmat_256_0_05.mtx-P8	8	3	256	12	0.005729	0.001516	0.002578	0.009828	0.009899
randmat_256_0_05.mtx-P16	16	3	256	12	0.007574	0.001959	0.003351	0.012887	0.012984
randmat_256_0_05.mtx-P32	32	3	256	12	0.067222	0.013011	0.020835	0.101076	0.101659
randmat_256_0_1.mtx-P1	1	3	256	11	0.006978	0.000552	0.000251	0.007793	0.007807
randmat_256_0_1.mtx-P2	2	3	256	11	0.007290	0.000997	0.000910	0.009206	0.009239
randmat_256_0_1.mtx-P4	4	3	256	11	0.007060	0.001035	0.001408	0.009510	0.009556
randmat_256_0_1.mtx-P8	8	3	256	11	0.007669	0.001322	0.002247	0.011243	0.011307
randmat_256_0_1.mtx-P16	16	3	256	11	0.009561	0.001808	0.002999	0.014370	0.014469
randmat_256_0_1.mtx-P32	32	3	256	11	0.173204	0.012257	0.018381	0.203848	0.204471
randmat_256_0_1.mtx-P64	64	3	256	11	0.114626	0.015446	0.024977	0.155056	0.155804
randmat_256_0_2.mtx-P1	1	3	256	10	0.011398	0.000537	0.000194	0.012145	0.012160
randmat_256_0_2.mtx-P2	2	3	256	10	0.011522	0.000853	0.000704	0.013087	0.013119
randmat_256_0_2.mtx-P4	4	3	256	10	0.011407	0.000808	0.001151	0.013371	0.013412
randmat_256_0_2.mtx-P8	8	3	256	10	0.011589	0.001185	0.001806	0.014587	0.014688
randmat_256_0_2.mtx-P16	16	3	256	10	0.012940	0.001691	0.002754	0.017391	0.017486
randmat_256_0_2.mtx-P32	32	3	256	10	0.173379	0.009567	0.016784	0.199737	0.200335
randmat_256_0_2.mtx-P64	64	3	256	10	0.800597	0.014097	0.022571	0.837270	0.838013
randmat_512_0_01.mtx-P1	1	3	512	14	0.004445	0.001034	0.000322	0.005838	0.005860
randmat_512_0_01.mtx-P2	2	3	512	14	0.004786	0.001236	0.001138	0.007173	0.007217
randmat_512_0_01.mtx-P4	4	3	512	14	0.004935	0.001308	0.001755	0.008011	0.008129
randmat_512_0_01.mtx-P8	8	3	512	14	0.005564	0.001921	0.002760	0.010254	0.010327
randmat_512_0_01.mtx-P16	16	3	512	14	0.007463	0.002429	0.003767	0.013666	0.013778
randmat_512_0_01.mtx-P32	32	3	512	14	0.065967	0.009953	0.023366	0.099293	0.099733
randmat_512_0_01.mtx-P64	64	3	512	14	0.109090	0.017084	0.032108	0.158293	0.159118
randmat_512_0_02.mtx-P1	1	3	512	13	0.006338	0.001024	0.000340	0.007730	0.007752
randmat_512_0_02.mtx-P2	2	3	512	13	0.006724	0.001444	0.001031	0.009219	0.009256
randmat_512_0_02.mtx-P4	4	3	512	13	0.006534	0.001404	0.001678	0.009627	0.009672
randmat_512_0_02.mtx-P8	8	3	512	13	0.007179	0.001603	0.002781	0.011577	0.011646
randmat_512_0_02.mtx-P16	16	3	512	13	0.009122	0.002218	0.003503	0.014848	0.014947
randmat_512_0_02.mtx-P32	32	3	512	13	0.170037	0.010592	0.021763	0.202402	0.202840
randmat_512_0_02.mtx-P64	64	3	512	13	0.110274	0.018213	0.029299	0.157795	0.158601
randmat_512_0_03.mtx-P1	1	3	512	12	0.008270	0.000909	0.000264	0.009467	0.009489
randmat_512_0_03.mtx-P2	2	3	512	12	0.008396	0.001384	0.000880	0.010674	0.010711
randmat_512_0_03.mtx-P4	4	3	512	12	0.008613	0.001258	0.001396	0.011278	0.011324
randmat_512_0_03.mtx-P8	8	3	512	12	0.008773	0.001495	0.002343	0.012618	0.012689
randmat_512_0_03.mtx-P16	16	3	512	12	0.010198	0.002156	0.003217	0.015580	0.015681
randmat_512_0_03.mtx-P32	32	3	512	12	0.168393	0.010043	0.020070	0.198512	0.198955
randmat_512_0_03.mtx-P64	64	3	512	12	0.114157	0.017190	0.027162	0.158519	0.159296
randmat_512_0_04.mtx-P1	1	3	512	11	0.009961	0.000851	0.000218	0.011054	0.011075
randmat_512_0_04.mtx-P2	2	3	512	11	0.010242	0.001203	0.000798	0.012265	0.012302
randmat_512_0_04.mtx-P4	4	3	512	11	0.009943	0.001309	0.001288	0.012557	0.012603
randmat_512_0_04.mtx-P8	8	3	512	11	0.010136	0.001406	0.001978	0.013525	0.013594
randmat_512_0_04.mtx-P16	16	3	512	11	0.011842	0.001957	0.003033	0.016834	0.016934
randmat_512_0_04.mtx-P32	32	3	512	11	0.171594	0.007992	0.018347	0.197941	0.198389
randmat_512_0_04.mtx-P64	64	3	512	11	0.758185	0.013884	0.025067	0.797141	0.797972
randmat_512_0_05.mtx-P1	1	3	512	11	0.011625	0.000883	0.000224	0.012753	0.012774
randmat_512_0_05.mtx-P2	2	3	512	11	0.011796	0.001309	0.000799	0.013928	0.013968
randmat_512_0_05.mtx-P4	4	3	512	11	0.011732	0.001207	0.001191	0.014142	0.014187
randmat_512_0_05.mtx-P8	8	3	512	11	0.011815	0.001406	0.002048	0.015279	0.015348
randmat_512_0_05.mtx-P16	16	3	512	11	0.013701	0.001983	0.003049	0.018738	0.018838
randmat_512_0_05.mtx-P32	32	3	512	11	0.163693	0.007930	0.018355	0.189984	0.190424
randmat_512_0_05.mtx-P64	64	3	512	11	0.752256	0.014009	0.025179	0.791452	0.792248
randmat_512_0_1.mtx-P1	1	3	512	10	0.020284	0.000985	0.000209	0.021499	0.021521
randmat_512_0_1.mtx-P2	2	3	512	10	0.020060	0.001288	0.000715	0.022085	0.022124
randmat_512_0_1.mtx-P4	4	3	512	10	0.019149	0.001134	0.001175	0.021466	0.021511
randmat_512_0_1.mtx-P8	8	3	512	10	0.020022	0.001267	0.001849	0.023141	0.023209
randmat_512_0_1.mtx-P16	16	3	512	10	0.020892	0.001896	0.002779	0.025574	0.025674
randmat_512_0_1.mtx-P32	32	3	512	10	0.178895	0.007232	0.016698	0.202830	0.203272
randmat_512_0_1.mtx-P64	64	3	512	10	0.851129	0.013150	0.022904	0.887190	0.887981
randmat_512_0_2.mtx-P1	1	3	512	9	0.036877	0.001197	0.000183	0.038273	0.038296
randmat_512_0_2.mtx-P2	2	3	512	9	0.035941	0.001308	0.000656	0.037916	0.037953
randmat_512_0_2.mtx-P4	4	3	512	9	0.034517	0.001140	0.001045	0.036712	0.036758
randmat_512_0_2.mtx-P8	8	3	512	9	0.034977	0.001235	0.001687	0.037905	0.037974
randmat_512_0_2.mtx-P16	16	3	512	9	0.036519	0.001663	0.002468	0.040657	0.040755
randmat_512_0_2.mtx-P32	32	3	512	9	0.198681	0.006447	0.015008	0.220139	0.220583
randmat_512_0_2.mtx-P64	64	3	512	9	7.784388	0.010351	0.020604	7.815352	7.815976
randmat_1024_0_01.mtx-P1	1	3	1024	12	0.010877	0.001535	0.000281	0.012732	0.012768
randmat_1024_0_01.mtx-P2	2	3	1024	12	0.010815	0.001794	0.000927	0.013565	0.013620
randmat_1024_0_01.mtx-P4	4	3	1024	12	0.010904	0.001495	0.001310	0.013730	0.013784
randmat_1024_0_01.mtx-P8	8	3	1024	12	0.011034	0.001742	0.002208	0.014998	0.015075
randmat_1024_0_01.mtx-P16	16	3	1024	12	0.012224	0.002311	0.003295	0.017834	0.017951
randmat_1024_0_01.mtx-P32	32	3	1024	12	1.208381	0.008931	0.020255	1.237574	1.238038
randmat_1024_0_01.mtx-P64	64	3	1024	12	0.755864	0.012509	0.027421	0.795801	0.796450
randmat_1024_0_02.mtx-P1	1	3	1024	11	0.017542	0.001634	0.000258	0.019484	0.019522
randmat_1024_0_02.mtx-P2	2	3	1024	11	0.017609	0.001987	0.000867	0.020485	0.020533
randmat_1024_0_02.mtx-P4	4	3	1024	11	0.017001	0.001648	0.001366	0.020025	0.020081
randmat_1024_0_02.mtx-P8	8	3	1024	11	0.017670	0.001665	0.002104	0.021449	0.021533
randmat_1024_0_02.mtx-P16	16	3	1024	11	0.018521	0.002194	0.003062	0.023782	0.023896
randmat_1024_0_02.mtx-P32	32	3	1024	11	0.172586	0.008139	0.018244	0.198974	0.199427
randmat_1024_0_02.mtx-P64	64	3	1024	11	0.757706	0.011575	0.025265	0.794552	0.795189
randmat_1024_0_03.mtx-P1	1	3	1024	10	0.024433	0.001595	0.000227	0.026287	0.026323
randmat_1024_0_03.mtx-P2	2	3	1024	10	0.023888	0.002041	0.000794	0.026758	0.026821
randmat_1024_0_03.mtx-P4	4	3	1024	10	0.023568	0.001664	0.001121	0.026369	0.026440
randmat_1024_0_03.mtx-P8	8	3	1024	10	0.023972	0.001643	0.001833	0.027456	0.027536
randmat_1024_0_03.mtx-P16	16	3	1024	10	0.025400	0.002131	0.002739	0.030273	0.030386
randmat_1024_0_03.mtx-P32	32	3	1024	10	0.177399	0.007491	0.016578	0.201479	0.201931
randmat_1024_0_03.mtx-P64	64	3	1024	10	0.782264	0.010460	0.022958	0.815689	0.816309
randmat_1024_0_04.mtx-P1	1	3	1024	10	0.031163	0.001694	0.000242	0.033132	0.033168
randmat_1024_0_04.mtx-P2	2	3	1024	10	0.030206	0.002152	0.000798	0.033191	0.033247
randmat_1024_0_04.mtx-P4	4	3	1024	10	0.028894	0.001496	0.001338	0.031738	0.031794
randmat_1024_0_04.mtx-P8	8	3	1024	10	0.028976	0.001719	0.001860	0.032568	0.032655
randmat_1024_0_04.mtx-P16	16	3	1024	10	0.031686	0.002082	0.002845	0.036621	0.036740
randmat_1024_0_04.mtx-P32	32	3	1024	10	0.188359	0.007617	0.016866	0.212850	0.213306
randmat_1024_0_04.mtx-P64	64	3	1024	10	0.786026	0.010611	0.023050	0.819697	0.820329
randmat_1024_0_05.mtx-P1	1	3	1024	10	0.037726	0.001814	0.000226	0.039801	0.039838
randmat_1024_0_05.mtx-P2	2	3	1024	10	0.036399	0.002085	0.000747	0.039254	0.039304
randmat_1024_0_05.mtx-P4	4	3	1024	10	0.035740	0.001747	0.001187	0.038689	0.038744
randmat_1024_0_05.mtx-P8	8	3	1024	10	0.035721	0.001722	0.001874	0.039326	0.039408
randmat_1024_0_05.mtx-P16	16	3	1024	10	0.037692	0.002211	0.002722	0.042631	0.042743
randmat_1024_0_05.mtx-P32	32	3	1024	10	0.186620	0.007470	0.016731	0.210832	0.211291
randmat_1024_0_05.mtx-P64	64	3	1024	10	0.778794	0.010677	0.022876	0.812356	0.812996
randmat_1024_0_1.mtx-P1	1	3	1024	9	0.071234	0.002253	0.000206	0.073727	0.073763
randmat_1024_0_1.mtx-P2	2	3	1024	9	0.068087	0.002313	0.000680	0.071113	0.071170
randmat_1024_0_1.mtx-P4	4	3	1024	9	0.065479	0.001600	0.001144	0.068229	0.068286
randmat_1024_0_1.mtx-P8	8	3	1024	9	0.064465	0.001654	0.001682	0.067806	0.067891
randmat_1024_0_1.mtx-P16	16	3	1024	9	0.066880	0.001987	0.002516	0.071390	0.071497
randmat_1024_0_1.mtx-P32	32	3	1024	9	0.224239	0.006718	0.015072	0.246034	0.246494
randmat_1024_0_1.mtx-P64	64	3	1024	9	0.787849	0.009493	0.020891	0.818239	0.818873
randmat_1024_0_2.mtx-P1	1	3	1024	8	0.138767	0.003185	0.000179	0.142160	0.142197
randmat_1024_0_2.mtx-P2	2	3	1024	8	0.134031	0.002631	0.000606	0.137294	0.137350
randmat_1024_0_2.mtx-P4	4	3	1024	8	0.124462	0.001646	0.001030	0.127144	0.127200
randmat_1024_0_2.mtx-P8	8	3	1024	8	0.121951	0.001605	0.001475	0.125044	0.125121
randmat_1024_0_2.mtx-P16	16	3	1024	8	0.124329	0.001872	0.002295	0.128503	0.128615
randmat_1024_0_2.mtx-P32	32	3	1024	8	0.287725	0.006244	0.013550	0.307523	0.307974
randmat_1024_0_2.mtx-P64	64	3	1024	8	0.876243	0.008792	0.018434	0.903475	0.904126
randmat_2048_0_01.mtx-P1	1	3	2048	11	0.033655	0.003099	0.000300	0.037127	0.037193
randmat_2048_0_01.mtx-P2	2	3	2048	11	0.033001	0.003539	0.000902	0.037490	0.037562
randmat_2048_0_01.mtx-P4	4	3	2048	11	0.031536	0.002844	0.001457	0.035873	0.035960
randmat_2048_0_01.mtx-P8	8	3	2048	11	0.031618	0.002444	0.002035	0.036111	0.036207
randmat_2048_0_01.mtx-P16	16	3	2048	11	0.033259	0.002649	0.003063	0.038986	0.039122
randmat_2048_0_01.mtx-P32	32	3	2048	11	0.187836	0.008447	0.018399	0.214695	0.215176
randmat_2048_0_01.mtx-P64	64	3	2048	11	0.811957	0.011950	0.025095	0.849013	0.849673
randmat_2048_0_02.mtx-P1	1	3	2048	10	0.060389	0.003271	0.000274	0.063992	0.064057
randmat_2048_0_02.mtx-P2	2	3	2048	10	0.058615	0.003525	0.000803	0.062985	0.063058
randmat_2048_0_02.mtx-P4	4	3	2048	10	0.055161	0.002680	0.001303	0.059171	0.059244
randmat_2048_0_02.mtx-P8	8	3	2048	10	0.054664	0.002442	0.001824	0.058948	0.059046
randmat_2048_0_02.mtx-P16	16	3	2048	10	0.057806	0.002696	0.002851	0.063361	0.063495
randmat_2048_0_02.mtx-P32	32	3	2048	10	0.208406	0.008049	0.016636	0.233100	0.233576
randmat_2048_0_02.mtx-P64	64	3	2048	10	0.826209	0.011405	0.022879	0.860504	0.861170
randmat_2048_0_03.mtx-P1	1	3	2048	9	0.088748	0.003454	0.000240	0.092501	0.092566
randmat_2048_0_03.mtx-P2	2	3	2048	9	0.085289	0.003469	0.000717	0.089509	0.089583
randmat_2048_0_03.mtx-P4	4	3	2048	9	0.080924	0.002649	0.001083	0.084678	0.084754
randmat_2048_0_03.mtx-P8	8	3	2048	9	0.079731	0.002257	0.001762	0.083760	0.083853
randmat_2048_0_03.mtx-P16	16	3	2048	9	0.081395	0.002598	0.002558	0.086559	0.086689
randmat_2048_0_03.mtx-P32	32	3	2048	9	0.240283	0.007738	0.015809	0.263839	0.264319
randmat_2048_0_03.mtx-P64	64	3	2048	9	0.826981	0.010260	0.020516	0.857770	0.858430
randmat_2048_0_04.mtx-P1	1	3	2048	9	0.116806	0.003971	0.000242	0.121079	0.121144
randmat_2048_0_04.mtx-P2	2	3	2048	9	0.112624	0.003967	0.000793	0.117442	0.117529
randmat_2048_0_04.mtx-P4	4	3	2048	9	0.103803	0.002652	0.001048	0.107530	0.107607
randmat_2048_0_04.mtx-P8	8	3	2048	9	0.103622	0.002338	0.001659	0.107632	0.107724
randmat_2048_0_04.mtx-P16	16	3	2048	9	0.104822	0.002474	0.002579	0.109885	0.110016
randmat_2048_0_04.mtx-P32	32	3	2048	9	0.264578	0.007314	0.015167	0.287069	0.287549
randmat_2048_0_04.mtx-P64	64	3	2048	9	0.851230	0.010263	0.020943	0.882445	0.883083
randmat_2048_0_05.mtx-P1	1	3	2048	9	0.142720	0.004481	0.000250	0.147508	0.147574
randmat_2048_0_05.mtx-P2	2	3	2048	9	0.137691	0.004217	0.000813	0.142782	0.142869
randmat_2048_0_05.mtx-P4	4	3	2048	9	0.129183	0.002818	0.001034	0.133054	0.133131
