Timing for niters=100 maxh=256
1	8720.746	186.6	16053.1
2	9336.885	288.2	60794.5
3	9286.416	352.4	92948.1
4	9188.147	270.1	93205.6
5	9160.249	276.9	124049.8
6	8914.246	269.1	138727.4
7	9272.916	306.3	156181.9
8	8807.346	294.6	149199.2
9	9237.849	299.1	153782.9
10	9154.811	311.9	150023.8
11	9197.088	308.6	169562.6
12	9203.028	336.6	164862.9
13	9222.471	352.1	188631.0
14	8781.880	380.8	176368.1
15	9165.343	377.9	198925.0
16	9161.136	420.4	197748.2
17	9249.143	385.5	235072.3
18	9174.721	391.7	226827.1
19	9232.436	399.4	244579.4
20	9255.001	373.7	248745.0
21	9192.826	444.7	254613.9
22	9241.991	426.0	258138.2
23	9254.662	586.9	359864.2
24	8979.180	774.6	494463.5
25	9227.690	991.3	651436.6
26	9076.432	1056.7	784080.3
27	9180.850	1209.9	933481.3
28	9197.047	1350.1	1102598.5
29	9217.275	1487.0	1291409.9
30	9024.823	1570.1	1407964.1
31	9057.672	1716.0	1545328.3
32	9214.527	4361.4	1592160.6
33	9200.334	4229.8	1671220.8
34	9019.757	4136.2	1626514.1
35	9167.235	4107.5	1725963.6
36	9113.951	4175.6	1660636.2
37	9185.441	4332.8	1721473.8
38	9202.536	4248.0	1716432.9
39	9193.366	4385.0	1766209.4
40	9194.432	4181.4	1724588.6
41	9209.902	4256.7	1793111.7
42	9026.226	4236.3	1711269.3
43	9205.444	4200.5	1817470.0
44	9199.450	5000.6	2102804.1
45	9207.968	4790.6	2193915.1
46	9132.329	4981.1	2136960.6
47	9189.371	4846.0	2209565.6
48	9213.946	4995.6	2182889.6
49	9103.943	4882.8	2228158.3
50	9210.014	5096.8	2234042.3
51	9141.778	5069.7	2236038.7
52	9203.493	4903.1	2285256.7
53	9103.992	5145.3	2274144.3
54	9196.580	5198.4	2393975.3
55	9213.939	5035.9	2392771.9
56	9192.580	5209.1	2403309.2
57	9156.285	5187.5	2399601.2
58	9190.073	5195.4	2401858.7
59	9203.266	5252.6	2391530.1
60	9191.100	5325.4	2381987.9
61	9205.306	5261.0	2419125.6
62	9143.028	5276.6	2375635.4
63	9203.892	5274.5	2365553.5
64	9192.042	5343.5	2333520.1
